Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,PRECINCT NAME,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104
,,,,,Total Number of Votes,ABSENTEE VOTERS,ABSENTEE VOTERS #2,1ST BAPT. CH. OF MERIDIANVILLE,A & M UNIVERSITY NEW GYM #1,A & M UNIVERSITY NEW GYM #2,A & M UNIVERSITY NEW GYM #3,A & M UNIVERSITY NEW GYM #4,ABUNDANT LIFE CHURCH #1,ABUNDANT LIFE CHURCH #2,AIRPORT ROAD FIRE STATION #6,ALDERSGATE UNITED METHODIST 1,ALDERSGATE UNITED METHODIST 2,BETHEL PRIMITIVE BAPT. CHURCH,BIG COVE FIRE STATION,BLACKBURN CHAPEL C.P. CHURCH,BLOSSOMWOOD SCHOOL,BOBO VOLUNTEER FIRE,CALVARY FRIENDSHIP CENTER,CENTRAL ASSEMBLY OF GOD,CENTRAL SCHOOL,CHAFFEE SCHOOL,CHAPMAN MIDDLE SCHOOL #1,CHAPMAN MIDDLE SCHOOL #2,CHARLES STONE AG. CENTER,CHASE VALLEY UNITED METHODIST,CHURCH OF CHRIST MERIDIANVILLE,CO COMMISSION DIST 1 OFFICE,COVE UNITED METHODIST CHURCH,COVENANT PRESBYTERIAN CHURCH,DR. RICHARD SHOWERS CENTER,E HUNTSVILLE CHURCH OF CHRIST,ED WHITE MIDDLE SCHOOL,EDENBROOK OF HUNTSVILLE,ELON WATER GARDENS,F.O.P. LODGE,FIRST MISSIONARY BAPT CHURCH,GURLEY CITY HALL - CITY,HERITAGE PLANTATION CARR. HSE.,HIGHLANDS SCHOOL,HILLWOOD BAPTIST CHURCH #1,HILLWOOD BAPTIST CHURCH #2,HUNTSVILLE HIGH SCHOOL,HUNTSVILLE MIDDLE SCHOOL,HURRICANE CREEK COMM CENTER,J.E. WILLIAMS ELEM SCHOOL,JOHNSON HIGH SCHOOL,KEEL MT. VOL. FIRE DEPT OUT,LAKEWOOD COMMUNITY CENTER,LEE HIGH SCHOOL,LEWIS CHAPEL C.P. CHURCH,LITTLE INDIAN CREEK CHURCH,LOCUST GROVE BAPTIST CHURCH,MADISON CHURCH OF CHRIST #1,MADISON CHURCH OF CHRIST #2,MADISON CITY HALL #1,MADISON CITY HALL #2,MADISON CO. TEACHER CENTER #1,MADISON CO. TEACHER CENTER #2,MADISON COUNTY NATURE TRAIL,MAYSVILLE CENTRAL FIRE STATION,MCDONNELL SCHOOL,MERIDIANVILLE LIONS CLUB,MESSIAH LUTHERAN CHURCH,MONROVIA CHURCH OF CHRIST #1,MONROVIA CHURCH OF CHRIST #2,MONTE SANO FIRE STATION #4,MOUNTAIN VIEW BAPTIST CHURCH,NEW HOPE CITY HALL,NEW MARKET FIRE STATION,OAKWOOD COLLEGE - BLAKE CENTER,OLD NAVAL RESERVE CENTER,OWENS CROSS ROADS CITY HALL,PHILLIPS CME CHURCH,PINEVIEW BAPTIST CHURCH #1,PINEVIEW BAPTIST CHURCH #2,PLAINVIEW CHURCH OF CHRIST #1,PLAINVIEW CHURCH OF CHRIST #2,PLEASANT SPRINGS BAPTIST,PLEVNA FIRE STATION,RIDGECREST SCHOOL,SENIOR CENTER,SHERWOOD BAPTIST CHURCH,SOUTHWOOD PRESBYTERIAN CHURCH,TERRY HEIGHTS SCHOOL,TONEY FIRE STATION,TRIANA CITY HALL - CITY,UNIVERSITY PLACE SCHOOL,VISITATION PARISH CENTER,WEATHERLY HGTS. BAPTIST #1,WEATHERLY HGTS. BAPTIST #2,WEST HUNTSVILLE ELEM SCHOOL,WEST MASTIN LAKE SCHOOL,WESTLAWN MIDDLE SCHOOL,WESTSIDE NEIGHBORHOOD CENTER,WHITESBURG BAPTIST CHURCH,WHITESBURG BOAT HARBOR,WHITESBURG MIDDLE SCHOOL,WOODMEN OF THE WORLD #1,WOODMEN OF THE WORLD #2
County Code,County,Contest Title,Party Code,Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,MADISON,TOTAL BALLOTS CAST,TBC,TOTAL BALLOTS CAST,88475,996,901,823,686,312,0,0,1847,0,386,1391,1060,282,554,408,1602,1226,170,1257,1243,1310,0,2076,252,1207,1246,1072,2189,1527,983,628,1277,887,140,894,1430,479,1776,753,1000,1071,901,708,199,677,1399,193,799,782,314,1805,609,2571,2099,1885,1742,1280,0,259,1291,812,681,615,2690,1068,704,936,1078,620,90,748,770,42,1103,1815,2102,0,141,342,841,293,1466,1337,266,1487,305,1086,183,896,1491,497,640,297,81,1465,167,933,1715,1715
45,MADISON,GOVERNOR,DEM,"Siegelman, Don",42712,393,326,381,652,307,0,0,805,0,238,509,404,162,287,245,606,634,160,907,590,536,0,934,197,635,556,479,625,514,874,345,970,351,85,770,1189,273,613,492,423,407,414,265,105,297,1192,85,588,407,257,652,273,853,677,776,680,586,0,86,580,511,347,289,998,405,322,405,669,294,76,567,395,38,507,817,870,0,87,180,481,210,692,450,250,721,278,606,91,340,568,310,493,195,68,497,97,386,611,663
45,MADISON,GOVERNOR,LIB,"Sophocleus, John P.",2544,20,15,23,5,0,0,0,42,0,12,40,39,8,11,8,42,28,2,37,32,48,0,66,4,31,23,24,49,42,11,38,27,25,2,14,24,18,46,14,38,43,37,26,11,21,10,4,9,22,3,45,18,73,70,57,78,34,0,14,40,28,9,30,74,34,55,29,31,15,2,12,24,1,24,43,53,0,0,9,34,9,74,39,4,32,3,38,11,25,64,14,17,13,1,61,4,29,56,55
45,MADISON,GOVERNOR,REP,"Riley, Bob",42345,575,543,408,26,4,0,0,984,0,135,829,610,107,248,150,932,544,5,307,604,713,0,1052,48,528,648,555,1497,951,87,235,272,505,50,102,210,178,1106,241,532,608,438,405,80,356,192,101,191,337,51,1095,313,1627,1336,1043,973,650,0,158,647,267,317,291,1602,620,313,492,361,300,11,165,334,2,561,937,1141,0,51,145,319,72,688,840,12,713,23,432,79,526,849,165,128,84,11,896,65,511,1036,982
45,MADISON,GOVERNOR,WI,WRITE-IN,257,5,5,1,0,0,0,0,9,0,0,7,2,0,2,2,7,5,0,2,4,4,0,7,0,3,5,1,8,9,4,4,3,0,1,0,2,4,3,4,2,7,3,6,1,0,0,1,2,7,0,0,2,9,5,3,5,3,0,1,5,1,3,2,8,3,4,4,2,3,0,1,3,0,1,7,10,0,0,1,3,0,4,1,0,4,1,2,0,2,2,3,0,1,0,3,1,3,3,6
45,MADISON,LIEUTENANT GOVERNOR,DEM,"Baxley, Lucy",44484,410,357,404,646,298,0,0,786,0,249,534,412,166,287,247,705,658,159,910,619,539,0,1026,208,653,549,497,703,642,881,358,942,407,100,768,1192,262,653,472,420,418,451,330,96,294,1193,88,602,421,249,723,293,954,748,779,714,601,0,101,605,478,347,312,1033,449,373,461,662,316,77,556,399,37,529,874,877,0,94,170,460,207,734,539,254,724,274,632,106,366,615,301,483,191,70,564,108,414,673,713
45,MADISON,LIEUTENANT GOVERNOR,LIB,"Adams, Lyn Curtis",2125,13,16,13,9,4,0,0,57,0,21,30,28,5,18,4,33,23,1,33,32,36,0,64,2,24,23,16,23,25,16,31,24,15,2,17,21,17,32,19,29,27,23,16,9,21,21,11,9,19,8,36,17,43,55,53,61,32,0,5,24,32,12,18,60,26,29,21,22,12,6,20,26,0,32,32,50,0,2,6,33,10,62,28,4,35,4,27,8,27,48,18,17,13,1,44,6,22,35,40
45,MADISON,LIEUTENANT GOVERNOR,REP,"Armistead, Bill",40341,554,510,383,23,6,0,0,975,0,111,802,603,102,241,150,846,521,5,303,552,713,0,942,36,511,652,519,1422,835,68,228,292,448,35,98,198,180,1074,254,537,604,403,350,89,351,174,92,175,325,52,1016,289,1537,1266,1015,940,621,0,152,628,283,311,277,1561,578,288,444,376,278,5,165,325,3,520,882,1125,0,40,153,343,73,655,749,8,687,23,409,64,490,816,163,129,83,9,837,48,485,979,933
45,MADISON,LIEUTENANT GOVERNOR,WI,WRITE-IN,153,1,1,0,0,0,0,0,4,0,0,3,2,0,0,0,0,1,0,0,6,5,0,7,0,2,0,3,5,2,1,0,2,2,0,1,1,2,1,1,2,3,4,3,0,0,1,0,1,1,0,6,0,4,3,1,7,2,0,0,4,1,0,2,6,2,3,1,1,1,0,2,0,0,1,3,6,0,0,2,0,0,4,0,0,2,1,2,0,2,0,2,2,1,0,3,2,1,3,4
45,MADISON,UNITED STATES SENATOR,DEM,"Parker, Susan",31933,293,250,267,608,291,0,0,465,0,189,314,255,114,230,199,422,456,149,780,412,354,0,688,173,475,383,308,382,384,791,287,844,257,76,686,1055,184,426,389,279,273,307,226,64,218,1077,55,501,290,222,481,192,593,422,532,487,401,0,60,414,360,256,234,677,288,261,299,496,194,77,474,270,31,393,607,551,0,75,112,347,170,513,294,229,503,252,477,86,224,379,245,433,145,67,361,73,261,379,453
45,MADISON,UNITED STATES SENATOR,LIB,"Allen, Jeff",1609,10,12,17,10,2,0,0,35,0,12,20,25,2,6,4,27,26,1,33,20,30,0,48,7,21,13,14,25,22,12,25,21,11,1,8,17,13,21,16,27,22,22,9,9,16,15,9,11,17,6,22,17,36,38,37,44,14,0,6,15,25,8,9,42,18,20,21,17,21,4,15,18,0,19,22,36,0,0,10,29,8,32,25,6,28,4,30,5,15,35,10,10,8,0,30,3,17,22,30
45,MADISON,UNITED STATES SENATOR,REP,"Sessions, Jeff",53922,682,625,521,58,15,0,0,1327,0,182,1045,775,162,312,197,1139,726,15,434,794,912,0,1316,65,699,830,719,1772,1104,163,306,398,606,62,187,334,263,1320,339,689,762,560,463,122,438,298,128,273,466,79,1284,393,1926,1626,1298,1202,844,0,192,842,413,410,370,1948,751,415,605,549,396,8,248,466,9,679,1170,1486,0,63,211,460,111,912,1006,27,929,45,564,89,650,1063,234,188,137,12,1064,88,647,1298,1219
45,MADISON,UNITED STATES SENATOR,WI,WRITE-IN,106,5,0,0,3,2,0,0,4,0,0,0,1,0,0,3,2,3,0,1,3,2,0,2,0,1,1,2,1,2,1,1,4,1,0,1,0,1,0,3,0,3,1,2,0,0,1,0,1,1,0,4,0,0,0,0,2,1,0,0,5,0,0,0,5,1,0,1,1,3,0,2,2,0,2,2,2,0,0,0,1,1,1,0,0,1,0,3,0,2,2,0,0,1,0,0,1,2,3,1
45,MADISON,ATTORNEY GENERAL,DEM,"Whigham, Boyd",30609,263,225,266,619,289,0,0,458,0,185,297,256,123,227,203,359,479,142,766,371,298,0,587,173,470,335,306,355,303,775,251,801,234,76,676,1048,179,407,380,276,251,292,187,71,198,1059,50,477,272,225,452,201,588,403,543,482,388,0,47,362,356,242,223,685,279,224,262,478,202,76,474,272,32,379,626,522,0,71,122,324,168,509,263,236,478,244,457,81,203,332,244,417,139,62,324,70,257,353,405
45,MADISON,ATTORNEY GENERAL,LIB,"Myers, Wilson",2734,27,20,24,15,9,0,0,66,0,23,32,43,4,18,10,46,38,6,49,42,45,0,86,6,24,26,21,33,42,16,49,37,20,3,20,26,18,40,19,40,41,35,30,13,24,25,13,20,23,7,42,21,65,67,55,64,41,0,11,36,31,17,15,81,34,33,28,27,23,3,16,31,0,37,40,51,0,5,7,40,15,68,38,8,56,7,40,10,33,56,18,20,15,3,57,6,29,52,55
45,MADISON,ATTORNEY GENERAL,REP,"Pryor, Bill",51827,672,612,491,39,9,0,0,1255,0,165,990,721,138,297,181,1130,664,15,418,745,911,0,1303,67,672,829,667,1727,1119,163,304,412,594,55,178,319,248,1268,338,652,746,533,464,107,435,296,125,273,452,73,1249,362,1834,1551,1213,1146,794,0,193,838,391,400,365,1842,720,411,606,529,366,9,236,422,7,638,1091,1439,0,57,188,462,101,837,989,18,883,46,559,82,619,1047,220,181,130,14,1033,80,607,1245,1189
45,MADISON,ATTORNEY GENERAL,WI,WRITE-IN,193,8,1,1,2,0,0,0,5,0,1,6,1,0,1,1,3,3,0,2,2,2,0,8,0,1,4,2,1,4,3,4,4,2,0,4,1,1,2,1,2,0,4,1,1,0,1,0,2,5,0,1,1,5,5,2,7,3,0,1,5,2,1,1,9,2,2,2,2,0,0,2,0,0,2,2,4,0,0,1,0,1,3,3,0,4,1,1,0,1,4,0,0,3,0,6,0,3,7,6
45,MADISON,"ASSOCIATE JUSTICE, SUPREME COURT",DEM,"Anderson, James H.",36010,335,261,308,629,290,0,0,569,0,204,411,332,127,254,217,509,526,153,810,447,405,0,733,183,553,432,353,473,439,809,310,883,295,71,712,1098,193,516,416,324,317,353,237,80,240,1122,62,523,335,231,578,224,751,540,636,599,459,0,71,446,412,281,273,832,352,270,339,535,236,80,501,314,30,437,732,652,0,73,133,397,174,596,370,237,586,249,531,95,261,464,255,448,162,66,436,79,312,478,544
45,MADISON,"ASSOCIATE JUSTICE, SUPREME COURT",LIB,"Bear, Tom",2878,23,26,12,12,3,0,0,68,0,26,57,50,8,14,7,40,34,3,50,35,48,0,82,4,32,20,21,49,37,15,40,29,26,6,11,21,19,49,22,46,48,36,30,11,25,20,16,13,28,6,50,26,87,80,67,83,32,0,15,36,36,18,26,98,35,34,31,29,28,3,13,28,1,38,53,53,0,2,7,43,12,87,37,6,56,8,37,7,33,58,19,19,18,2,53,5,32,53,55
45,MADISON,"ASSOCIATE JUSTICE, SUPREME COURT",REP,"See, Harold",45996,595,570,462,33,13,0,0,1139,0,142,873,635,130,267,168,987,623,9,363,684,793,0,1157,55,575,734,620,1567,983,119,254,337,527,56,148,259,227,1138,293,598,671,464,405,99,392,228,111,229,378,67,1113,331,1634,1402,1092,1007,729,0,168,748,330,353,301,1673,649,362,529,468,325,4,205,384,7,579,968,1306,0,55,170,380,100,739,879,17,778,37,479,67,560,896,200,151,100,9,920,74,540,1121,1045
45,MADISON,"ASSOCIATE JUSTICE, SUPREME COURT",WI,WRITE-IN,81,1,0,1,1,0,0,0,5,0,0,1,0,0,0,2,0,1,0,2,1,2,0,3,0,0,0,1,3,2,3,2,0,0,0,1,1,3,1,1,0,0,2,2,2,1,0,0,1,1,0,0,0,0,2,0,3,0,0,0,1,0,0,1,3,2,1,0,1,1,0,1,0,0,1,1,3,0,0,1,2,0,0,1,0,0,1,3,0,1,0,1,0,1,0,1,1,0,1,0
